"customer_id","category_id","name","film_id","title","release_year","rental_duration","rental_rate","rating","language_id","language_name","inventory_id","store_id","rental_id","rental_date","return_date","payment_id","amount","payment_date"
1,8,"Family",315,"Finding Anaconda",2006,4,0.99,"R",1,"English             ",1440,2,11367,"2005-08-02 18:01:38","2005-08-04 13:19:38",22682,0.99,"2007-03-02 16:30:04.996577"
1,7,"Drama",709,"Racer Egg",2006,7,2.99,"NC-17",1,"English             ",3232,2,11299,"2005-08-02 15:36:52","2005-08-10 16:40:52",22681,3.99,"2007-03-02 14:05:18.996577"
1,6,"Documentary",3,"Adaptation Holes",2006,7,2.99,"NC-17",1,"English             ",14,2,10437,"2005-08-01 08:51:04","2005-08-10 12:12:04",22680,4.99,"2007-03-01 07:19:30.996577"
1,2,"Animation",70,"Bikini Borrowers",2006,7,4.99,"NC-17",1,"English             ",312,1,15315,"2005-08-22 20:03:46","2005-08-30 01:51:46",22690,5.99,"2007-03-22 18:32:12.996577"
1,5,"Comedy",317,"Fireball Philadelphia",2006,4,0.99,"PG",1,"English             ",1446,1,15298,"2005-08-22 19:41:37","2005-08-28 22:49:37",22689,2.99,"2007-03-22 18:10:03.996577"
1,5,"Comedy",317,"Fireball Philadelphia",2006,4,0.99,"PG",1,"English             ",1449,2,14825,"2005-08-22 01:27:57","2005-08-27 07:01:57",22688,1.99,"2007-03-21 23:56:23.996577"
1,4,"Classics",480,"Jeepers Wedding",2006,3,2.99,"R",1,"English             ",2219,1,9571,"2005-07-31 02:42:18","2005-08-02 23:26:18",29004,2.99,"2007-04-30 01:10:44.996577"
1,13,"New",22,"Amistad Midsummer",2006,6,2.99,"G",1,"English             ",108,1,8326,"2005-07-29 03:58:49","2005-08-01 05:16:49",29003,2.99,"2007-04-29 02:27:15.996577"
1,1,"Action",982,"Women Dorado",2006,4,0.99,"R",1,"English             ",4497,1,8116,"2005-07-28 19:20:07","2005-07-29 22:54:07",29002,0.99,"2007-04-28 17:48:33.996577"
1,4,"Classics",341,"Frost Head",2006,5,0.99,"PG",1,"English             ",1558,2,8074,"2005-07-28 17:33:39","2005-07-29 20:17:39",29001,0.99,"2007-04-28 16:02:05.996577"
1,9,"Foreign",929,"Usual Untouchables",2006,5,4.99,"PG-13",1,"English             ",4268,1,8033,"2005-07-28 16:18:23","2005-07-30 17:56:23",29000,4.99,"2007-04-28 14:46:49.996577"
1,2,"Animation",243,"Doors President",2006,3,4.99,"NC-17",1,"English             ",1092,2,7841,"2005-07-28 09:04:45","2005-07-30 12:37:45",28999,4.99,"2007-04-28 07:33:11.996577"
1,7,"Drama",539,"Luck Opus",2006,7,2.99,"NC-17",1,"English             ",2465,1,7273,"2005-07-27 11:31:22","2005-07-31 06:50:22",28998,2.99,"2007-04-27 09:59:48.996577"
1,16,"Travel",294,"Expecations Natural",2006,5,4.99,"PG-13",1,"English             ",1330,1,6163,"2005-07-11 10:13:46","2005-07-19 13:15:46",28997,7.99,"2007-04-11 08:42:12.996577"
1,12,"Music",174,"Confidential Interview",2006,6,4.99,"NC-17",1,"English             ",797,1,5326,"2005-07-09 16:38:01","2005-07-13 18:02:01",28996,4.99,"2007-04-09 15:06:27.996577"
1,5,"Comedy",814,"Snatch Slipper",2006,6,4.99,"PG",1,"English             ",3726,2,5244,"2005-07-09 13:24:07","2005-07-14 14:01:07",28995,4.99,"2007-04-09 11:52:33.996577"
1,15,"Sports",764,"Saturday Lambs",2006,3,4.99,"G",1,"English             ",3486,1,4611,"2005-07-08 07:33:56","2005-07-12 13:25:56",28994,5.99,"2007-04-08 06:02:22.996577"
1,10,"Games",316,"Fire Wolves",2006,5,4.99,"R",1,"English             ",1443,2,4526,"2005-07-08 03:17:05","2005-07-14 01:19:05",28993,5.99,"2007-04-08 01:45:31.996577"
1,4,"Classics",611,"Musketeers Wait",2006,7,4.99,"PG",1,"English             ",2785,1,1185,"2005-06-15 00:54:12","2005-06-23 02:42:12",18495,5.99,"2007-02-14 23:22:38.996577"
1,4,"Classics",228,"Detective Vision",2006,4,0.99,"PG-13",1,"English             ",1021,2,1422,"2005-06-15 18:02:53","2005-06-19 15:54:53",18496,0.99,"2007-02-15 16:31:19.996577"
1,5,"Comedy",308,"Ferris Mother",2006,3,2.99,"PG",1,"English             ",1407,1,1476,"2005-06-15 21:08:46","2005-06-25 02:26:46",18497,9.99,"2007-02-15 19:37:12.996577"
1,5,"Comedy",159,"Closer Bang",2006,5,4.99,"R",1,"English             ",726,1,1725,"2005-06-16 15:18:57","2005-06-17 21:05:57",18498,4.99,"2007-02-16 13:47:23.996577"
1,14,"Sci-Fi",44,"Attacks Hate",2006,5,4.99,"PG-13",1,"English             ",197,1,2308,"2005-06-18 08:41:48","2005-06-22 03:36:48",18499,4.99,"2007-02-18 07:10:14.996577"
1,7,"Drama",766,"Savannah Town",2006,5,0.99,"PG-13",1,"English             ",3497,1,2363,"2005-06-18 13:33:59","2005-06-19 17:40:59",18500,0.99,"2007-02-18 12:02:25.996577"
1,12,"Music",997,"Youth Kick",2006,4,0.99,"NC-17",1,"English             ",4566,1,3284,"2005-06-21 06:24:45","2005-06-28 03:28:45",18501,3.99,"2007-02-21 04:53:11.996577"
1,14,"Sci-Fi",924,"Unforgiven Zoolander",2006,7,0.99,"PG",1,"English             ",4249,1,14762,"2005-08-21 23:33:57","2005-08-23 01:30:57",22687,0.99,"2007-03-21 22:02:23.996577"
1,13,"New",490,"Jumanji Blade",2006,4,2.99,"G",1,"English             ",2269,1,13176,"2005-08-19 13:56:54","2005-08-23 08:50:54",22686,2.99,"2007-03-19 12:25:20.996577"
1,4,"Classics",663,"Patient Sister",2006,7,0.99,"NC-17",1,"English             ",3019,1,13068,"2005-08-19 09:55:16","2005-08-20 14:44:16",22685,0.99,"2007-03-19 08:23:42.996577"
1,7,"Drama",204,"Dalmations Sweden",2006,4,0.99,"PG",1,"English             ",921,2,12250,"2005-08-18 03:57:29","2005-08-22 23:05:29",22684,0.99,"2007-03-18 02:25:55.996577"
1,1,"Action",579,"Minds Truman",2006,3,4.99,"PG-13",1,"English             ",2639,1,11824,"2005-08-17 12:37:54","2005-08-19 10:11:54",22683,4.99,"2007-03-17 11:06:20.996577"
NULL,15,"Sports",875,"Talented Homicide",2006,6,0.99,"PG",1,"English             ",4020,2,573,"2005-05-28 10:35:23","2005-06-03 06:32:23",NULL,NULL,NULL
NULL,4,"Classics",663,"Patient Sister",2006,7,0.99,"NC-17",1,"English             ",3021,2,76,"2005-05-25 11:30:37","2005-06-03 12:00:37",NULL,NULL,NULL
NULL,2,"Animation",243,"Doors President",2006,3,4.99,"NC-17",1,"English             ",1090,1,320,"2005-05-27 00:09:24","2005-05-28 04:30:24",NULL,NULL,NULL
2,4,"Classics",895,"Tomorrow Hustler",2006,3,2.99,"R",1,"English             ",4116,1,5636,"2005-07-10 06:31:24","2005-07-13 02:36:24",29005,2.99,"2007-04-10 04:59:50.996577"
2,3,"Children",999,"Zoolander Fiction",2006,5,2.99,"R",1,"English             ",4570,1,14743,"2005-08-21 22:41:56","2005-08-29 00:18:56",22699,5.99,"2007-03-21 21:10:22.996577"
2,4,"Classics",694,"Prejudice Oleander",2006,6,4.99,"PG-13",1,"English             ",3164,2,14475,"2005-08-21 13:24:32","2005-08-27 08:59:32",22698,4.99,"2007-03-21 11:52:58.996577"
2,10,"Games",331,"Forward Temple",2006,6,2.99,"NC-17",1,"English             ",1521,2,12963,"2005-08-19 06:26:04","2005-08-23 11:37:04",22697,2.99,"2007-03-19 04:54:30.996577"
2,8,"Family",175,"Confused Candles",2006,3,2.99,"PG-13",1,"English             ",805,2,11614,"2005-08-17 03:52:18","2005-08-20 07:04:18",22696,2.99,"2007-03-17 02:20:44.996577"
2,14,"Sci-Fi",637,"Open African",2006,7,4.99,"PG",1,"English             ",2898,2,15907,"2005-08-23 17:39:35","2005-08-25 23:23:35",22701,4.99,"2007-03-23 16:08:01.996577"
2,10,"Games",447,"Ice Crossing",2006,5,2.99,"R",1,"English             ",2060,1,11256,"2005-08-02 13:44:53","2005-08-04 16:39:53",22695,2.99,"2007-03-02 12:13:19.996577"
2,15,"Sports",254,"Driver Annie",2006,4,2.99,"PG-13",1,"English             ",1149,1,11177,"2005-08-02 10:43:48","2005-08-10 10:55:48",22694,6.99,"2007-03-02 09:12:14.996577"
2,6,"Documentary",142,"Chicken Hellfighters",2006,3,0.99,"PG",1,"English             ",654,1,11087,"2005-08-02 07:41:41","2005-08-10 10:37:41",22693,5.99,"2007-03-02 06:10:07.996577"
2,1,"Action",748,"Rugrats Shakespeare",2006,4,0.99,"PG-13",1,"English             ",3418,2,10918,"2005-08-02 02:10:56","2005-08-02 21:23:56",22692,0.99,"2007-03-02 00:39:22.996577"
2,15,"Sports",27,"Anonymous Human",2006,7,0.99,"NC-17",1,"English             ",138,1,10466,"2005-08-01 09:45:26","2005-08-06 06:28:26",22691,0.99,"2007-03-01 08:13:52.996577"
2,2,"Animation",690,"Pond Seattle",2006,7,2.99,"PG-13",1,"English             ",3142,1,10136,"2005-07-31 21:58:56","2005-08-03 19:44:56",29018,2.99,"2007-04-30 20:27:22.996577"
2,15,"Sports",678,"Pickup Driving",2006,3,2.99,"G",1,"English             ",3084,1,9465,"2005-07-30 22:39:53","2005-08-06 16:43:53",29017,6.99,"2007-04-30 21:08:19.996577"
2,4,"Classics",891,"Timberland Sky",2006,3,0.99,"G",1,"English             ",4088,1,9296,"2005-07-30 16:21:13","2005-08-08 11:57:13",29016,6.99,"2007-04-30 14:49:39.996577"
2,1,"Action",303,"Fantasy Troopers",2006,6,0.99,"PG-13",1,"English             ",1382,2,9248,"2005-07-30 14:14:11","2005-08-05 11:19:11",29015,0.99,"2007-04-30 12:42:37.996577"
2,16,"Travel",878,"Teen Apollo",2006,3,4.99,"G",1,"English             ",4030,2,9236,"2005-07-30 13:47:43","2005-08-08 18:52:43",29014,10.99,"2007-04-30 12:16:09.996577"
2,16,"Travel",518,"Liaisons Sweet",2006,5,4.99,"PG",1,"English             ",2377,2,9031,"2005-07-30 06:06:10","2005-08-04 10:45:10",29013,4.99,"2007-04-30 04:34:36.996577"
2,12,"Music",879,"Telegraph Voyage",2006,3,4.99,"PG",1,"English             ",4038,2,8705,"2005-07-29 17:14:29","2005-08-02 16:01:29",29012,5.99,"2007-04-29 15:42:55.996577"
2,13,"New",136,"Chaplin License",2006,7,2.99,"NC-17",1,"English             ",626,1,8598,"2005-07-29 12:56:59","2005-08-01 08:39:59",29011,2.99,"2007-04-29 11:25:25.996577"
2,9,"Foreign",421,"Holiday Games",2006,7,4.99,"PG-13",1,"English             ",1937,2,8230,"2005-07-29 00:12:59","2005-08-06 19:52:59",29010,5.99,"2007-04-28 22:41:25.996577"
2,15,"Sports",446,"Hysterical Grail",2006,5,4.99,"PG",1,"English             ",2053,1,7459,"2005-07-27 18:40:20","2005-08-02 21:07:20",29009,5.99,"2007-04-27 17:08:46.996577"
2,13,"New",109,"Butterfly Chocolat",2006,3,0.99,"G",1,"English             ",488,1,7376,"2005-07-27 15:23:02","2005-08-04 10:35:02",29008,5.99,"2007-04-27 13:51:28.996577"
2,1,"Action",162,"Clueless Bucket",2006,4,2.99,"R",1,"English             ",741,2,7346,"2005-07-27 14:30:42","2005-08-02 16:48:42",29007,4.99,"2007-04-27 12:59:08.996577"
2,15,"Sports",606,"Mummy Creatures",2006,3,0.99,"NC-17",1,"English             ",2760,1,5755,"2005-07-10 12:38:56","2005-07-19 17:02:56",29006,6.99,"2007-04-10 11:07:22.996577"
2,4,"Classics",471,"Island Exorcist",2006,7,2.99,"NC-17",1,"English             ",2179,1,15145,"2005-08-22 13:53:04","2005-08-31 15:51:04",22700,4.99,"2007-03-22 12:21:30.996577"
2,2,"Animation",78,"Blackout Private",2006,7,2.99,"PG",1,"English             ",352,1,2128,"2005-06-17 20:54:58","2005-06-24 00:41:58",18502,2.99,"2007-02-17 19:23:24.996577"
3,6,"Documentary",855,"Streak Ridgemont",2006,7,0.99,"PG-13",1,"English             ",3917,1,2628,"2005-06-19 08:34:53","2005-06-28 04:19:53",18506,2.99,"2007-02-19 07:03:19.996577"
3,5,"Comedy",202,"Daddy Pittsburgh",2006,5,4.99,"G",1,"English             ",910,1,1911,"2005-06-17 05:15:15","2005-06-24 11:05:15",18505,6.99,"2007-02-17 03:43:41.996577"
3,2,"Animation",23,"Anaconda Confessions",2006,3,0.99,"R",1,"English             ",116,1,1726,"2005-06-16 15:19:10","2005-06-25 11:39:10",18504,6.99,"2007-02-16 13:47:36.996577"
3,11,"Horror",854,"Strangers Graffiti",2006,4,4.99,"R",1,"English             ",3913,2,1546,"2005-06-16 01:34:05","2005-06-24 04:27:05",18503,8.99,"2007-02-16 00:02:31.996577"
3,1,"Action",371,"Gosford Donnie",2006,5,4.99,"G",1,"English             ",1704,1,4180,"2005-07-07 10:23:25","2005-07-10 13:18:25",29019,4.99,"2007-04-07 08:51:51.996577"
3,10,"Games",447,"Ice Crossing",2006,5,2.99,"R",1,"English             ",2058,1,4725,"2005-07-08 12:47:11","2005-07-15 09:08:11",29020,4.99,"2007-04-08 11:15:37.996577"
3,10,"Games",563,"Massacre Usual",2006,6,4.99,"R",1,"English             ",2575,2,7096,"2005-07-27 04:54:42","2005-08-03 01:42:42",29021,5.99,"2007-04-27 03:23:08.996577"
3,1,"Action",126,"Casualties Encino",2006,3,4.99,"G",1,"English             ",579,2,7503,"2005-07-27 20:23:12","2005-08-05 18:46:12",29022,10.99,"2007-04-27 18:51:38.996577"
3,2,"Animation",464,"Intentions Empire",2006,3,2.99,"PG-13",1,"English             ",2150,2,7703,"2005-07-28 03:59:21","2005-08-05 08:52:21",29023,7.99,"2007-04-28 02:27:47.996577"
